ID;CODIGO DE LA ENTIDAD;CODIGO UBIGEO INEI;CODIGO PAIS ;NOMBRE DE LA UO;Fecha;CO (ug/m3);H2S (ug/m3);NO2 (ug/m3);O3 (ug/m3);"PM10 
(ug/m3)";"PM2.5 
(ug/m3)";SO2 (ug/m3);Ruido (dB);UV;Humedad (%);Latitud;Longitud;"Presion 
(Pa)";Temperatura (C)
401;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 16:00;2299.64;8.16;22.62;26.23;7.37;3.88;9.62;94.57;0.33;94.13;-12.11913;-77.02885;1001.13;18.47
402;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 17:00;2536.94;9.42;28.61;24.20;7.92;3.89;11.40;93.89;0.13;94.38;-12.11913;-77.02885;1001.31;18.23
403;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 18:00;2508.21;10.92;31.51;23.49;7.73;4.34;10.86;94.81;0.02;95.21;-12.11913;-77.02885;1001.96;17.90
404;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 19:00;2528.84;11.27;33.02;22.03;8.59;5.17;10.76;91.69;0.00;95.93;-12.11913;-77.02885;1002.51;17.82
405;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 20:00;2456.01;11.60;31.12;24.50;8.59;5.05;10.10;93.46;0.00;96.10;-12.11913;-77.02885;1002.94;17.74
406;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 21:00;2337.89;12.37;29.89;20.91;7.79;5.05;9.05;89.16;0.00;96.10;-12.11913;-77.02885;1003.16;17.55
407;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 22:00;2132.57;13.68;30.82;20.14;6.81;4.38;7.43;85.89;0.00;96.10;-12.11913;-77.02885;1003.69;17.23
408;10069;150122;PE;Subgerencia de Desarrollo Ambiental;17/06/2021 23:00;1855.64;13.90;26.96;19.21;4.05;2.38;5.48;83.03;0.00;96.10;-12.11913;-77.02885;1003.95;17.14
409;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 00:00;1761.17;13.91;27.90;16.86;5.02;2.57;4.86;81.63;0.00;96.10;-12.11913;-77.02885;1003.88;17.13
410;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 01:00;1707.59;14.66;28.19;14.60;6.70;3.12;4.53;74.26;0.00;96.10;-12.11913;-77.02885;1003.90;16.95
411;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 02:00;1679.04;14.19;25.50;12.72;4.33;2.23;4.36;72.82;0.00;96.10;-12.11913;-77.02885;1003.48;17.05
412;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 03:00;1646.80;13.91;24.20;12.57;5.96;2.58;4.22;78.76;0.00;96.10;-12.11913;-77.02885;1003.19;17.10
413;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 04:00;1608.41;13.52;22.96;13.56;3.97;2.00;4.12;81.18;0.00;96.02;-12.11913;-77.02885;1003.26;17.18
414;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 05:00;1595.99;13.30;22.58;12.30;4.33;1.94;4.19;63.73;0.00;95.02;-12.11913;-77.02885;1003.45;17.23
415;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 06:00;1685.30;13.75;26.28;13.90;6.46;2.75;5.48;82.84;0.00;95.84;-12.11913;-77.02885;1003.87;17.15
416;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 07:00;2145.56;14.06;28.27;26.80;6.65;2.85;9.99;85.89;0.00;96.10;-12.11913;-77.02885;1004.32;17.16
417;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 08:00;2211.00;13.00;25.79;33.21;5.94;2.65;10.05;90.93;0.10;95.89;-12.11913;-77.02885;1005.04;17.39
418;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 09:00;2572.13;11.00;22.97;38.15;6.86;2.83;11.99;89.09;0.21;93.87;-12.11913;-77.02885;1005.84;17.89
419;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 10:00;2459.81;10.17;21.66;37.89;7.22;2.96;10.73;89.73;0.27;93.15;-12.11913;-77.02885;1006.25;18.05
420;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 11:00;2518.61;9.17;19.75;39.71;6.14;2.65;11.27;91.57;0.43;92.82;-12.11913;-77.02885;1006.24;18.28
421;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 12:00;2558.80;9.42;16.97;47.02;3.50;1.68;11.82;90.19;0.64;95.57;-12.11913;-77.02885;1005.87;18.23
422;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 13:00;2462.63;9.39;20.49;50.37;2.92;1.79;10.66;92.72;0.65;95.59;-12.11913;-77.02885;1005.09;18.22
423;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 14:00;2419.29;10.97;23.32;39.82;3.28;1.91;9.86;99.43;0.46;95.46;-12.11913;-77.02885;1004.23;17.87
424;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 15:00;2260.85;11.78;26.02;25.83;3.84;2.13;9.23;95.50;0.30;93.41;-12.11913;-77.02885;1003.68;17.66
425;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 16:00;2448.08;10.28;27.71;32.43;5.13;2.57;10.25;91.36;0.21;91.09;-12.11913;-77.02885;1003.49;18.03
426;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 17:00;2816.56;10.00;31.47;36.97;6.17;2.87;12.67;98.46;0.10;91.55;-12.11913;-77.02885;1003.51;18.15
427;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 18:00;3017.43;11.12;34.12;42.49;6.17;3.07;13.70;100.25;0.01;93.61;-12.11913;-77.02885;1003.62;17.92
428;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 19:00;2718.62;13.60;34.79;35.19;6.34;2.96;10.89;92.20;0.00;96.10;-12.11913;-77.02885;1004.47;17.32
429;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 20:00;2849.35;13.38;33.68;35.47;6.01;2.79;12.50;92.35;0.00;96.10;-12.11913;-77.02885;1004.81;17.39
430;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 21:00;2845.68;12.55;31.97;31.41;6.93;3.09;12.56;89.57;0.00;96.03;-12.11913;-77.02885;1005.13;17.56
431;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 22:00;2567.82;11.73;29.45;25.48;6.33;2.98;10.35;92.36;0.00;95.08;-12.11913;-77.02885;1005.27;17.72
432;10069;150122;PE;Subgerencia de Desarrollo Ambiental;18/06/2021 23:00;2034.24;11.70;24.84;21.23;5.12;2.34;6.46;90.93;0.00;93.91;-12.11913;-77.02885;1005.28;17.65
433;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 00:00;2100.21;12.20;27.55;18.41;7.06;3.21;6.83;76.71;0.00;95.12;-12.11913;-77.02885;1005.06;17.55
434;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 01:00;1855.34;11.56;27.69;15.12;8.38;3.85;5.04;68.03;0.00;94.02;-12.11913;-77.02885;1004.97;17.66
435;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 02:00;1730.63;11.39;24.44;14.01;3.68;2.52;4.45;66.14;0.00;92.76;-12.11913;-77.02885;1004.68;17.68
436;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 03:00;1691.15;12.03;26.46;16.03;6.06;4.02;4.19;63.86;0.00;93.72;-12.11913;-77.02885;1004.33;17.53
437;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 04:00;1650.34;12.46;25.38;22.38;8.37;3.86;3.99;56.78;0.00;96.02;-12.11913;-77.02885;1004.22;17.43
438;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 05:00;1697.11;12.59;24.20;19.70;5.38;2.82;4.34;57.73;0.00;96.06;-12.11913;-77.02885;1004.73;17.41
439;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 06:00;1824.11;12.51;28.48;19.35;6.51;3.06;6.24;87.13;0.00;95.00;-12.11913;-77.02885;1005.17;17.45
440;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 07:00;2066.75;12.78;29.61;26.64;8.40;3.40;8.14;86.46;0.00;94.87;-12.11913;-77.02885;1005.78;17.43
441;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 08:00;2548.92;11.88;29.55;39.05;9.19;3.75;12.73;85.95;0.06;93.24;-12.11913;-77.02885;1006.35;17.70
442;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 09:00;2602.59;10.72;25.15;46.55;7.99;3.27;11.83;91.52;0.18;92.18;-12.11913;-77.02885;1006.85;17.95
443;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 10:00;2702.10;7.28;23.89;44.20;10.49;4.24;12.30;92.79;0.29;88.14;-12.11913;-77.02885;1006.78;18.73
444;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 11:00;2991.80;7.71;22.57;53.27;10.44;3.94;15.53;93.67;0.41;90.62;-12.11913;-77.02885;1006.63;18.68
445;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 12:00;2755.54;6.55;16.58;50.54;8.85;3.30;13.09;90.07;0.53;88.11;-12.11913;-77.02885;1005.93;18.89
446;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 13:00;2522.50;8.81;21.36;48.52;4.69;2.14;10.42;93.54;0.51;91.54;-12.11913;-77.02885;1005.59;18.36
447;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 14:00;2649.15;7.96;20.04;57.74;4.21;2.09;11.28;95.33;0.53;90.07;-12.11913;-77.02885;1004.97;18.57
448;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 15:00;2600.53;9.66;25.80;55.97;4.14;2.05;10.69;94.01;0.39;92.97;-12.11913;-77.02885;1004.54;18.19
449;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 16:00;2753.06;11.20;30.92;55.22;6.31;2.80;11.13;92.48;0.22;95.10;-12.11913;-77.02885;1004.39;17.87
450;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 17:00;2712.94;12.79;32.39;53.88;6.20;2.77;10.59;92.82;0.10;96.10;-12.11913;-77.02885;1004.54;17.51
451;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 18:00;3109.86;13.05;33.99;57.09;6.24;2.93;14.31;95.59;0.01;96.10;-12.11913;-77.02885;1004.91;17.50
452;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 19:00;2686.15;12.96;32.31;54.92;7.06;3.18;9.23;94.18;0.00;96.10;-12.11913;-77.02885;1005.54;17.46
453;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 20:00;2666.94;12.67;32.41;54.75;9.15;4.10;9.40;92.75;0.00;96.10;-12.11913;-77.02885;1006.34;17.52
454;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 21:00;2818.05;13.47;36.86;48.63;5.67;3.19;10.48;89.39;0.00;96.10;-12.11913;-77.02885;1006.62;17.36
455;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 22:00;2685.52;13.48;37.38;41.62;10.41;4.97;9.63;90.37;0.00;96.10;-12.11913;-77.02885;1006.56;17.34
456;10069;150122;PE;Subgerencia de Desarrollo Ambiental;19/06/2021 23:00;2199.99;13.69;30.79;44.60;6.95;3.74;6.23;86.25;0.00;96.10;-12.11913;-77.02885;1006.43;17.23
457;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 00:00;1850.71;15.76;28.74;36.68;6.35;3.12;4.45;83.06;0.00;96.10;-12.11913;-77.02885;1006.36;16.72
458;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 01:00;1811.29;16.21;28.54;30.60;6.77;3.45;4.55;75.71;0.00;96.10;-12.11913;-77.02885;1006.21;16.61
459;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 02:00;1776.93;15.96;25.99;23.71;5.93;3.12;4.50;61.36;0.00;96.10;-12.11913;-77.02885;1006.37;16.66
460;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 03:00;1728.32;15.01;24.97;21.52;5.96;2.99;4.37;70.50;0.00;96.10;-12.11913;-77.02885;1006.12;16.87
461;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 04:00;1655.61;15.87;26.79;27.62;2.77;1.64;3.62;73.39;0.00;96.10;-12.11913;-77.02885;1005.86;16.67
462;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 05:00;1618.77;17.38;27.59;35.70;4.38;2.06;3.38;74.26;0.00;96.10;-12.11913;-77.02885;1006.04;16.33
463;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 06:00;1665.73;18.43;27.07;34.68;6.25;2.66;3.73;71.02;0.00;96.10;-12.11913;-77.02885;1006.21;16.10
464;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 07:00;1917.41;18.29;30.05;24.30;4.21;2.08;6.74;78.19;0.00;96.10;-12.11913;-77.02885;1006.71;16.17
465;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 08:00;2225.42;17.23;30.03;28.07;5.04;2.36;8.86;82.86;0.08;96.10;-12.11913;-77.02885;1007.43;16.45
466;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 09:00;2370.64;15.89;25.51;30.42;3.40;1.74;10.24;80.85;0.20;96.10;-12.11913;-77.02885;1008.07;16.75
467;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 10:00;2355.47;12.56;18.88;34.85;3.79;1.86;10.00;76.93;0.45;96.10;-12.11913;-77.02885;1008.30;17.49
468;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 11:00;2134.21;6.66;12.10;38.88;5.33;2.09;8.55;83.94;0.53;94.66;-12.11913;-77.02885;1007.96;18.77
469;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 12:00;2035.58;9.19;24.67;32.06;8.43;3.92;6.71;82.65;0.36;94.07;-12.11913;-77.02885;1007.50;18.21
470;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 13:00;2051.98;10.24;26.28;42.83;5.86;2.63;6.36;87.74;0.34;96.03;-12.11913;-77.02885;1007.01;17.98
471;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 14:00;2096.01;9.28;24.37;45.32;4.07;1.99;6.92;86.14;0.35;94.01;-12.11913;-77.02885;1006.45;18.20
472;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 15:00;2021.25;9.39;25.46;39.05;4.01;1.91;6.21;85.39;0.25;93.42;-12.11913;-77.02885;1005.90;18.17
473;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 16:00;2008.64;10.43;28.10;37.87;4.18;2.14;6.19;87.40;0.16;95.21;-12.11913;-77.02885;1005.62;17.94
474;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 17:00;1919.92;11.41;29.55;34.23;3.51;2.08;5.36;87.07;0.07;96.09;-12.11913;-77.02885;1005.62;17.71
475;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 18:00;1894.47;13.10;31.97;36.84;4.17;2.21;4.80;94.16;0.00;96.10;-12.11913;-77.02885;1005.94;17.33
476;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 19:00;1938.11;13.72;31.47;39.03;4.54;2.44;5.00;89.02;0.00;96.10;-12.11913;-77.02885;1006.38;17.20
477;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 20:00;2010.76;14.01;30.73;36.23;5.56;2.83;5.71;84.84;0.00;96.10;-12.11913;-77.02885;1006.89;17.14
478;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 21:00;1873.13;14.37;30.29;35.54;4.18;2.37;4.70;89.61;0.00;96.10;-12.11913;-77.02885;1007.17;17.04
479;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 22:00;1813.70;15.78;30.31;32.38;5.04;2.56;4.50;90.28;0.00;96.10;-12.11913;-77.02885;1007.37;16.72
480;10069;150122;PE;Subgerencia de Desarrollo Ambiental;20/06/2021 23:00;1808.53;15.41;27.70;28.67;5.75;2.69;4.66;76.64;0.00;96.10;-12.11913;-77.02885;1007.26;16.79
481;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 00:00;1684.23;14.39;25.23;24.79;4.32;2.22;3.70;80.04;0.00;96.10;-12.11913;-77.02885;1007.10;17.00
482;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 01:00;1640.29;13.92;24.43;24.12;4.67;2.36;3.56;72.34;0.00;96.10;-12.11913;-77.02885;1006.71;17.10
483;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 02:00;1578.51;14.11;24.87;29.27;4.02;2.10;2.93;82.34;0.00;96.10;-12.11913;-77.02885;1006.17;17.05
484;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 03:00;1558.10;14.57;25.23;30.79;3.93;2.03;2.74;81.66;0.00;96.10;-12.11913;-77.02885;1005.82;16.95
485;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 04:00;1594.41;16.49;27.65;30.92;4.37;2.21;2.65;85.07;0.00;96.10;-12.11913;-77.02885;1005.40;16.52
486;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 05:00;1626.32;17.36;27.93;32.68;3.53;1.98;2.86;84.42;0.00;96.10;-12.11913;-77.02885;1005.49;16.33
487;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 06:00;1769.90;17.16;31.50;24.79;3.12;1.83;4.79;79.39;0.00;96.10;-12.11913;-77.02885;1005.60;16.41
488;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 07:00;2092.26;17.87;38.14;32.22;2.93;1.71;7.82;86.23;0.00;96.10;-12.11913;-77.02885;1005.90;16.30
489;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 08:00;2190.79;18.78;36.01;42.84;3.17;1.80;8.06;89.70;0.12;96.10;-12.11913;-77.02885;1006.30;16.10
490;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 09:00;2474.16;17.06;30.74;49.91;5.06;2.48;10.15;89.75;0.23;96.10;-12.11913;-77.02885;1006.55;16.51
491;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 10:00;2329.95;13.82;25.90;47.05;9.30;3.77;8.45;92.63;0.30;96.10;-12.11913;-77.02885;1006.68;17.21
492;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 11:00;2307.10;10.04;20.65;43.62;5.86;2.73;8.95;88.83;0.44;93.80;-12.11913;-77.02885;1006.35;18.04
493;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 12:00;2345.99;9.51;23.77;36.66;7.17;3.42;9.50;89.60;0.36;90.88;-12.11913;-77.02885;1005.85;18.17
494;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 13:00;2137.61;10.51;21.59;52.19;4.70;2.20;7.32;90.74;0.54;92.37;-12.11913;-77.02885;1005.26;17.92
495;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 14:00;2243.50;11.51;24.17;52.64;3.62;1.73;7.73;93.58;0.48;94.47;-12.11913;-77.02885;1004.78;17.72
496;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 15:00;2160.32;13.60;29.67;50.51;3.15;1.66;6.93;96.46;0.29;96.06;-12.11913;-77.02885;1004.39;17.25
497;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 16:00;2336.03;17.73;35.24;47.99;4.20;1.86;8.22;92.03;0.12;96.10;-12.11913;-77.02885;1004.31;16.35
498;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 17:00;2388.75;18.91;36.09;51.34;6.49;2.48;8.69;94.14;0.08;96.10;-12.11913;-77.02885;1004.36;16.10
499;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 18:00;2328.27;19.84;34.43;50.12;7.80;2.65;8.30;89.15;0.00;96.10;-12.11913;-77.02885;1004.46;15.88
500;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 19:00;2466.18;20.08;33.09;50.38;11.13;3.53;9.88;88.75;0.00;96.10;-12.11913;-77.02885;1004.96;15.84
501;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 20:00;2312.33;19.67;31.84;48.12;7.85;2.93;8.27;87.46;0.00;96.10;-12.11913;-77.02885;1005.58;15.91
502;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 21:00;2561.67;19.37;32.33;44.23;8.86;3.17;10.49;85.98;0.00;96.10;-12.11913;-77.02885;1006.27;16.00
503;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 22:00;2102.70;19.31;28.89;41.18;8.41;2.79;6.75;83.01;0.00;96.10;-12.11913;-77.02885;1006.91;15.95
504;10069;150122;PE;Subgerencia de Desarrollo Ambiental;21/06/2021 23:00;2134.22;19.57;28.85;32.04;3.24;1.79;7.23;76.10;0.00;96.10;-12.11913;-77.02885;1007.00;15.89
505;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 00:00;2054.32;19.51;26.24;26.87;4.29;2.18;7.09;74.01;0.00;96.10;-12.11913;-77.02885;1006.92;15.90
506;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 01:00;1866.74;19.11;26.45;22.98;4.60;2.26;5.41;70.65;0.00;96.10;-12.11913;-77.02885;1006.60;15.96
507;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 02:00;1856.27;18.48;27.84;14.47;5.46;2.41;5.52;64.24;0.00;96.10;-12.11913;-77.02885;1006.04;16.10
508;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 03:00;1820.27;17.92;27.72;14.07;11.31;4.38;5.46;63.86;0.00;96.10;-12.11913;-77.02885;1005.97;16.22
509;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 04:00;1781.58;17.33;25.49;10.47;8.70;3.83;5.21;61.04;0.00;96.10;-12.11913;-77.02885;1006.00;16.35
510;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 05:00;1739.62;16.61;25.54;8.26;8.14;3.77;4.83;55.66;0.00;96.10;-12.11913;-77.02885;1006.13;16.50
511;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 06:00;1963.13;16.04;29.34;8.88;10.79;4.50;7.38;79.54;0.00;96.10;-12.11913;-77.02885;1006.35;16.67
512;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 07:00;2303.69;15.30;32.41;18.53;12.61;5.48;11.11;85.85;0.00;96.10;-12.11913;-77.02885;1006.70;16.89
513;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 08:00;2959.78;14.46;30.00;43.15;14.35;6.16;16.60;90.80;0.08;96.10;-12.11913;-77.02885;1007.44;17.18
514;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 09:00;3048.76;11.45;24.77;50.34;10.85;5.27;16.02;90.20;0.21;94.32;-12.11913;-77.02885;1008.03;17.84
515;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 10:00;3061.49;11.00;25.42;55.67;20.12;8.76;15.16;89.70;0.26;94.05;-12.11913;-77.02885;1008.31;17.94
516;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 11:00;2552.38;11.46;23.37;54.79;9.43;5.16;10.15;91.21;0.39;95.37;-12.11913;-77.02885;1008.25;17.76
517;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 12:00;2442.84;11.51;23.73;59.43;6.87;4.07;9.62;90.98;0.42;95.11;-12.11913;-77.02885;1007.96;17.75
518;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 13:00;2433.31;11.57;23.36;64.52;6.25;3.87;9.02;92.07;0.36;95.13;-12.11913;-77.02885;1007.29;17.73
519;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 14:00;2387.41;11.90;27.82;69.50;6.78;4.29;7.77;92.73;0.28;95.03;-12.11913;-77.02885;1006.75;17.65
520;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 15:00;2422.50;12.13;28.68;69.78;7.32;4.12;7.84;92.13;0.21;95.09;-12.11913;-77.02885;1006.06;17.60
521;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 16:00;2507.81;12.74;34.20;66.57;9.27;4.81;8.07;90.68;0.13;96.10;-12.11913;-77.02885;1005.92;17.48
522;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 17:00;2573.67;13.49;35.12;59.40;7.60;3.94;9.19;92.49;0.09;96.10;-12.11913;-77.02885;1005.92;17.32
523;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 18:00;2417.19;14.62;33.04;52.91;6.86;2.96;7.90;94.97;0.00;96.09;-12.11913;-77.02885;1006.04;17.04
524;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 19:00;2357.87;15.07;31.62;49.67;6.24;2.71;7.44;93.63;0.00;94.71;-12.11913;-77.02885;1006.44;16.93
525;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 20:00;2384.41;17.36;37.56;49.11;6.41;2.96;7.55;93.00;0.00;96.06;-12.11913;-77.02885;1007.13;16.43
526;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 21:00;2678.65;17.59;38.59;46.38;5.47;2.58;9.70;90.68;0.00;96.10;-12.11913;-77.02885;1007.71;16.41
527;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 22:00;2326.29;16.96;34.26;43.54;5.42;2.77;6.96;93.03;0.00;96.10;-12.11913;-77.02885;1008.38;16.50
528;10069;150122;PE;Subgerencia de Desarrollo Ambiental;22/06/2021 23:00;2173.63;16.45;30.44;41.53;9.02;3.90;6.10;86.39;0.00;96.10;-12.11913;-77.02885;1008.67;16.60
529;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 00:00;1957.63;15.30;28.10;34.65;5.72;2.90;4.62;75.84;0.00;96.10;-12.11913;-77.02885;1008.28;16.83
530;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 01:00;1843.23;14.12;27.81;24.90;6.18;3.41;4.17;74.49;0.00;95.09;-12.11913;-77.02885;1007.78;17.07
531;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 02:00;1808.35;13.10;26.51;15.35;4.87;2.98;4.79;73.83;0.00;93.81;-12.11913;-77.02885;1007.17;17.30
532;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 03:00;1688.16;12.73;25.26;23.34;3.77;2.38;3.52;71.31;0.00;91.95;-12.11913;-77.02885;1006.78;17.37
533;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 04:00;1647.35;13.88;25.69;26.52;5.15;2.82;3.08;71.87;0.00;92.68;-12.11913;-77.02885;1006.58;17.11
534;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 05:00;1656.39;14.37;26.92;25.40;5.57;2.76;3.39;75.43;0.00;93.67;-12.11913;-77.02885;1006.53;17.00
